Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
1,खिमा,नन्द,भट्टराई,Khima,Nand,Bhattarai,"Khima Bhattarai, Khima Bhattara, Khima Nand Bhattarai",58,Victim,FIR-2017-703,Delhi
1,चक्र,बहादुर,चाहार,Chakra,Bahadur,Chahar,"Chakra B. Chahar, Chakra Bahadur Chahar, Chakra Bahadur Chaahaar",34,Criminal,FIR-2002-596,Bangalore
1,लवराज,,देवकोटा,Lavraj,,Devkota,"Lavraj Devkota, Lavraj . Devkota, Lavraj Devkot",47,Witness,FIR-2015-679,Madhya Pradesh
1,शिवराज,,पौडेल,Shivraj,,Paudel,"Shivraj . Paudel, Shivraj  Paaudel, Shivraj Paudel",49,Suspect,FIR-2006-501,Madhya Pradesh
1,राजेश,कुमार,सिंह,Rajesh,Kumar,Singh,"Rajesh Sing, Rajesh Singh, Rajesh Kumar Singh",28,Victim,FIR-2016-746,Delhi
1,मुकेश,,कठायत,Mukesh,,Kathayat,"Mukesh  Kaathaayaat, Mukesh . Kathayat, Mukesh Kathayat",38,Victim,FIR-2002-197,Delhi
0,नर,माया,विष्ट,Nar,Maya,Visht,"Nar Visht, Nar M. Visht, Nar Maya Visht",27,Criminal,FIR-2021-494,Kolkata
1,अगमजित,,राई,Agamjit,,Rai,"Agamjit Ra, A. Rai, Agamjit Rai",48,Criminal,FIR-2013-780,Madhya Pradesh
1,सन्तोष,कुमार,शर्मा,Santosh,Kumar,Sharma,"Santosh Sarma, Santosh Kumar Sharma, S. Sharma",52,Criminal,FIR-2014-481,Kolkata
0,दिक्षा,,कडेल,Diksha,,Kadel,"Diksha  Kaadel, Diksha . Kadel, Diksha  Kadel",55,Victim,FIR-2015-489,Chennai
1,पृथी,राज,राई,prithi,raj,rai,"prithi rai, p. rai, prithi ra",31,Victim,FIR-2023-550,Kolkata
0,साबित्रा,,शर्मा,Savitra,,Sharma,"Savitra Sharma, S. Sharma, Savitra Sarma",33,Suspect,FIR-2003-461,Delhi
0,सुलेमा,,खातुन,Sulema,,Khatun,"Sulema  Khatun, Sulema Khatun, S. Khatun",54,Witness,FIR-2005-366,Mumbai
0,चरी,माया,तामाङ्ग,chari,maya,tamang,"chari maya tamang, chari maya taamaang, chari tamang",26,Witness,FIR-2003-415,Chennai
1,राहुल,,आले,Rahul,,Aale,"R. Aale, Rahul Aal, Rahul  Aale",52,Victim,FIR-2011-700,Kolkata
0,मनिसरा,,थापा,Manisara,,Thapa,"Manisara Thapa, Manisara  Thaapaa, Manisara Thap",27,Suspect,FIR-2018-783,Madhya Pradesh
1,प्रकाश,लामा,थोकर,Prakash,Lama,Thokar,"Prakash Thoka, Prakash Tokar, Prakash Lama Thokar",45,Criminal,FIR-2000-446,Madhya Pradesh
0,शान्ती,,तामाङ,Shanti,,Tamang,"S. Tamang, Shanti . Tamang, Shanti  Taamaang",26,Witness,FIR-2005-165,Madhya Pradesh
0,दोकी,माया,राई,doki,maya,rai,"doki maya rai, doki m. rai, doki rai",26,Suspect,FIR-2019-280,Madhya Pradesh
0,कल्पना,,धिमाल,Kalpana,,Dhimal,"Kalpana Dhimal, Kalpana Dhima, Kalpana . Dhimal",23,Criminal,FIR-2003-805,Mumbai
1,विरेन्द्र,,मल्ल,Virendra,,Mall,"Virendra  Maall, Virendra . Mall, Virendra  Mall",43,Victim,FIR-2000-960,Chennai
0,यचु,,महर्जन,Yachu,,Maharjan,"Yachu Maharjan, Yachu Maharja, Yachu  Maharjan",35,Criminal,FIR-2009-990,Mumbai
0,सँजिता,कुमारि,मँडल,Sanjita,Kumari,Mandal,"S. Mandal, Sanjita Manda, Sanjita Kumari Maandaal",27,Criminal,FIR-2021-829,Pune
1,पासाङ,,तमाङ,pasand,,tamang,"pasand tamang, pasand . tamang, p. tamang",53,Victim,FIR-2001-835,Bangalore
1,मोहन,,पौडेल,Mohan,,Paudel,"M. Paudel, Mohan  Paudel, Mohan  Paaudel",33,Suspect,FIR-2008-348,Kolkata
0,सुपारी,,बुढा,betel,nut,old,"betel n. old, betel nut old, betel old",21,Criminal,FIR-2001-830,Madhya Pradesh
0,कोशिला,देवी,हजाम,Koshila,Devi,Barber,"Koshila Barber, Koshila Devi Barber, K. Barber",43,Witness,FIR-2019-344,Mumbai
0,ज्ञान,देवी,रोकाया,Gyan,Devi,Rokaya,"Gyan Rokay, Gyan D. Rokaya, Gyan Devi Rokaya",53,Suspect,FIR-2007-319,Delhi
0,शुसिला,,कवर,Shusila,,Cover,"S. Cover, Shusila Cove, Shusila . Cover",51,Witness,FIR-2022-601,Madhya Pradesh
1,राम,करन,ओझा,Ram,Karan,Ojha,"Ram Ojh, R. Ojha, Ram Oja",36,Suspect,FIR-2002-864,Chennai
1,भरत,,मंडल,Bharat,,Mandal,"Bharat Mandal, Bharat . Mandal, Bharat Manda",40,Suspect,FIR-2000-643,Madhya Pradesh
0,सम्झाम,घर्ति,रवका,Samsam,Gharti,Ravka,"Samsam G. Ravka, Samsam Ravka, Samsam Gharti Ravka",37,Witness,FIR-2024-620,Madhya Pradesh
0,मोहन,कुमारी,श्रेष्ठ,mohan,kumari,shrestha,"mohan shrestha, mohan k. shrestha, mohan sresta",27,Suspect,FIR-2011-216,Bangalore
1,जगन्नाथ,,साह,Jagannath,,Shah,"Jagannath Sa, Jagannath Shah, Jagannath . Shah",24,Witness,FIR-2018-822,Chennai
0,अन्ती,कुमारी,माझी,Anti,Kumari,Majhi,"Anti Majh, Anti K. Majhi, Anti Kumari Majhi",18,Victim,FIR-2004-894,Madhya Pradesh
0,सरिता,कुमारी,ठाकुर,Sarita,Kumari,Thakur,"S. Thakur, Sarita Thaku, Sarita Takur",50,Witness,FIR-2016-311,Madhya Pradesh
0,संतोषि,,थापा,Santoshi,,Thapa,"Santoshi  Thapa, Santoshi Tapa, Santoshi Thap",49,Criminal,FIR-2020-289,Madhya Pradesh
0,तुलसी,,थापा,Tulsi,,Thapa,"Tulsi  Thapa, Tulsi . Thapa, Tulsi Thapa",47,Witness,FIR-2005-751,Madhya Pradesh
0,जमुनी,देवी,लहेरा,Jamuni,Devi,Lahera,"J. Lahera, Jamuni Laera, Jamuni Lahera",52,Victim,FIR-2007-179,Madhya Pradesh
0,रिकु,,दमाई,Riku,,Damai,"Riku  Daamaai, R. Damai, Riku Damai",29,Victim,FIR-2020-897,Madhya Pradesh
0,निना,,गुरुङ,nina,,gurung,"nina . gurung, nina gurun, nina gurung",30,Witness,FIR-2008-632,Chennai
1,ललन,,खत्वे,Lalan,,Khatve,"Lalan Khatv, Lalan  Khaatve, L. Khatve",49,Suspect,FIR-2022-933,Delhi
1,रमेश,,विश्‍वकर्मा,Ramesh,,Vishwakarma,"Ramesh Vishwakarma, Ramesh Viswakarma, R. Vishwakarma",40,Criminal,FIR-2019-621,Madhya Pradesh
0,नमी,,सुनार,Moisture,,Goldsmith,"M. Goldsmith, Moisture Goldsmith, Moisture . Goldsmith",27,Criminal,FIR-2007-180,Madhya Pradesh
1,धोखे,राना,थारु,deception,rana,tharu,"deception r. tharu, deception thar, deception rana thaaru",27,Criminal,FIR-2011-673,Madhya Pradesh
0,विनिता,,चेम्जोङ,Vinita,,Chemjong,"Vinita Chemjong, Vinita  Chemjong, Vinita . Chemjong",47,Suspect,FIR-2023-301,Hyderabad
0,जित,माया,घलान,Jit,Maya,Ghalan,"Jit Galan, Jit M. Ghalan, Jit Ghala",20,Criminal,FIR-2003-244,Bangalore
1,यूवराज,,पन्त,Yuvraj,,Pant,"Yuvraj  Pant, Yuvraj  Paant, Yuvraj . Pant",59,Witness,FIR-2011-927,Pune
0,खलि,पुन,मगर,Khali,Pun,Magar,"Khali Pun Maagaar, Khali Maga, K. Magar",59,Victim,FIR-2011-400,Madhya Pradesh
1,अर्जुन,,कवाडी,Arjun,,Kavadi,"Arjun Kavad, Arjun . Kavadi, Arjun  Kaavaadi",36,Victim,FIR-2022-491,Kolkata
1,श्रवण,,रिषिदेव,Shravan,,Rishidev,"Shravan . Rishidev, S. Rishidev, Shravan Rishidev",57,Suspect,FIR-2002-664,Madhya Pradesh
0,रञ्जना,,श्रेष्ठ,Ranjana,,Shrestha,"Ranjana . Shrestha, Ranjana Shresth, Ranjana Shrestha",44,Criminal,FIR-2001-313,Kolkata
0,छत्रमाया,,श्रेष्‍ठ,chhatramaya,,best,"chhatramaya bes, chhatramaya  best, chhatramaya best",33,Criminal,FIR-2020-486,Madhya Pradesh
0,तारा,देवी,पाण्‍डेय,Tara,Devi,Pandey,"Tara Devi Pandey, Tara Pande, Tara Devi Pandei",54,Criminal,FIR-2006-263,Madhya Pradesh
1,चिरञ्जीवी,प्रसाद,पं‌जियार,Chiranjeevi,Prasad,Panjiyar,"C. Panjiyar, Chiranjeevi P. Panjiyar, Chiranjeevi Prasad Panjiiar",21,Suspect,FIR-2006-609,Madhya Pradesh
1,पदम,बहादुर,गिरी,Padam,Bahadur,Giri,"Padam B. Giri, Padam Gir, P. Giri",34,Suspect,FIR-2017-876,Madhya Pradesh
0,तेतरी,देवी,चौधरी,Tetri,Devi,Choudhary,"Tetri Devi Choudhary, Tetri D. Choudhary, Tetri Devi Choudhaary",53,Witness,FIR-2019-467,Madhya Pradesh
0,पवित्रा,भट्टराई,बस्याल,Pavitra,Bhattarai,Basyal,"Pavitra Basyal, Pavitra Bhattarai Basial, Pavitra Bhattarai Basyal",53,Victim,FIR-2003-594,Madhya Pradesh
0,जमुना,कुमारी,मगर,Jamuna,Kumari,Magar,"J. Magar, Jamuna K. Magar, Jamuna Kumari Maagaar",40,Victim,FIR-2003-576,Chennai
1,भिम,बहादुर,चलाउने,run,bhim,bahadur,"run bahadu, run baadur, run bhim bahadur",58,Victim,FIR-2000-600,Delhi
1,लक्षिराम,पुन,मगर,Laxmi,Ram,Magar,"Laxmi Magar, Laxmi Ram Magar, Laxmi Ram Maagaar",55,Criminal,FIR-2009-429,Madhya Pradesh
1,कमल,लामा,तमाङ,Kamal,Lama,Tamang,"Kamal Tamang, Kamal Taman, K. Tamang",48,Suspect,FIR-2012-427,Bangalore
1,महेश,,चौधरी,Mahesh,,Chowdhary,"Mahesh  Chowdhary, M. Chowdhary, Mahesh Chowdhary",57,Suspect,FIR-2021-286,Chennai
0,कृतिका,,श्रेष्ठ,Krithika,,Shrestha,"Krithika Shresth, Krithika  Shrestha, Krithika  Shresthaa",25,Witness,FIR-2017-508,Kolkata
0,सम्झना,,चौधरी,जिक्यान,,चौधरी,"जिक्यान  चौधरी, ज. चौधरी, जिक्यान चौधर",27,Witness,FIR-2008-417,Madhya Pradesh
0,जानुकी,,डंगोल,Januki,,Dangol,"Januki Dangol, Januki  Dangol, Januki Dango",30,Criminal,FIR-2014-342,Delhi
1,गोविन्द,,परियार,Govind,,Pariyar,"Govind . Pariyar, Govind  Pariyar, Govind Pariyar",19,Witness,FIR-2012-874,Madhya Pradesh
0,संसरिया,देवी,कोइरिन,Sansriya,Devi,Koirin,"Sansriya Koiri, Sansriya Devi Koirin, Sansriya Koirin",37,Witness,FIR-2018-752,Madhya Pradesh
0,मिङमा,ओमा,लामा,Mingma,Oma,Lama,"Mingma Lam, M. Lama, Mingma Oma Lama",25,Victim,FIR-2013-241,Chennai
0,सिमा,,अधिकारी,border,,officer,"border  officer, border . officer, border officer",28,Suspect,FIR-2020-132,Madhya Pradesh
0,पंचवती,थापा,मगर,Panchavati,Thapa,Magar,"P. Magar, Panchavati Thapa Maagaar, Panchavati Thapa Magar",34,Suspect,FIR-2007-383,Madhya Pradesh
1,मान,बहादुर,लिम्वु,Maan,Bahadur,Limvu,"Maan Bahadur Limvu, M. Limvu, Maan Limv",25,Suspect,FIR-2016-357,Madhya Pradesh
1,लाल,बहादुर,खत्री,Lal,Bahadur,Khatri,"Lal Khatr, Lal Bahadur Khatri, L. Khatri",23,Suspect,FIR-2008-135,Mumbai
0,यास्मीन,,खातुन,yasmin,,khatun,"yasmin . khatun, yasmin  khaatun, yasmin khatu",46,Witness,FIR-2023-428,Madhya Pradesh
1,विकाश,जि,सी,Vikash,G,C,"Vikash G. C, Vikash , Vikash C",28,Victim,FIR-2015-457,Bangalore
1,देवी,लाल,गुरुङ,Devi,Lal,Gurung,"Devi L. Gurung, D. Gurung, Devi Gurung",21,Suspect,FIR-2023-555,Delhi
1,सुरुज,महतो,कहार,Suruj,Mahto,Kahar,"Suruj Kaar, S. Kahar, Suruj Mahto Kahar",30,Witness,FIR-2015-906,Delhi
0,फुलसानी,,थिङ,Phulsani,,Thing,"Phulsani Thin, Phulsani . Thing, Phulsani Ting",55,Suspect,FIR-2012-256,Kolkata
1,राजेन्द्र,,सुनार,rajendra,,goldsmith,"r. goldsmith, rajendra goldsmith, rajendra goldsmit",23,Victim,FIR-2016-656,Delhi
0,हिरा,देवी,श्रेष्‍ठ,Hira,Devi,Best,"Hira Best, H. Best, Hira Devi Best",52,Witness,FIR-2022-572,Mumbai
1,पोहल,सिं,नेपाली,Pohal,Sin,Nepali,"Pohal Nepali, Pohal Nepal, Pohal Sin Nepaali",55,Witness,FIR-2010-823,Mumbai
0,सरिस्मा,थापा,मगर,Sarisma,Thapa,Magar,"Sarisma Thapa Magar, Sarisma Magar, Sarisma Thapa Maagaar",40,Suspect,FIR-2024-889,Bangalore
1,राम,वहादुर,कार्कि,Ram,Wahadur,Karki,"Ram Wahadur Kaarki, Ram Kark, R. Karki",27,Victim,FIR-2010-722,Delhi
0,झुमा,,वस्नेत,jhuma,,wasnet,"jhuma  waasnet, jhuma  wasnet, jhuma wasne",51,Witness,FIR-2006-137,Madhya Pradesh
0,मन,कुमारी,राई,Man,Kumari,Rai,"M. Rai, Man Kumari Rai, Man Rai",46,Victim,FIR-2014-332,Delhi
0,सुरज,कुमारी,महतो,Suraj,Kumari,Mahato,"S. Mahato, Suraj Mahato, Suraj K. Mahato",23,Witness,FIR-2020-946,Delhi
1,खङ्क,प्रसाद,न्यौपाने,Khank,Prasad,Nyupane,"Khank P. Nyupane, Khank Prasad Niupane, K. Nyupane",58,Victim,FIR-2003-508,Bangalore
1,रितेश,,दास,Ritesh,,Das,"Ritesh  Das, R. Das, Ritesh  Daas",38,Witness,FIR-2001-773,Madhya Pradesh
1,भरत,,पौडेल,Bharat,,Paudel,"Bharat Paude, Bharat  Paudel, Bharat . Paudel",53,Criminal,FIR-2003-150,Bangalore
1,सि‌गमान,,राई,sigman,,rye,"s. rye, sigman . rye, sigman  rye",49,Victim,FIR-2009-913,Madhya Pradesh
0,कौशिल्‍ला,,कहार,Kaushila,,Kahar,"Kaushila  Kahar, Kaushila Kahar, Kaushila . Kahar",45,Witness,FIR-2004-393,Madhya Pradesh
1,सेराज,,अंसारी,Seraj,,Ansari,"Seraj Ansari, Seraj . Ansari, Seraj  Ansaari",58,Victim,FIR-2016-743,Madhya Pradesh
0,मिना,,देवी,meena,,devi,"meena . devi, m. devi, meena dev",50,Victim,FIR-2006-183,Madhya Pradesh
0,देवी,,आचार्य,Devi,,Acharya,"Devi  Acharia, Devi  Acharya, Devi . Acharya",55,Criminal,FIR-2013-994,Jaipur
0,पुतली,माया,ढकाल,Putli,Maya,Dhakal,"Putli Maya Dhaakaal, P. Dhakal, Putli Maya Dhakal",25,Witness,FIR-2021-119,Bangalore
1,मो,औहिद,राइन,Mo,Ouhid,Raine,"Mo Raine, M. Raine, Mo O. Raine",55,Victim,FIR-2009-926,Madhya Pradesh
0,मिरा,कुमारी,सिंह,Mira,Kumari,Singh,"Mira Singh, Mira Sing, Mira Kumari Singh",29,Criminal,FIR-2008-229,Mumbai
0,रामजि,,कामी,Ramji,,Kami,"R. Kami, Ramji  Kaami, Ramji  Kami",23,Criminal,FIR-2023-287,Bangalore
0,सुनिता,,गिरी,Sunita,,Giri,"S. Giri, Sunita  Giri, Sunita Giri",20,Witness,FIR-2008-649,Bangalore
1,राधे,श्याम,कुम्हार,Radhe,Shyam,Potter,"R. Potter, Radhe Potter, Radhe Shyam Potter",25,Victim,FIR-2001-146,Delhi
0,लक्ष्मी,,बोहरा,Laxmi,,Bohra,"Laxmi  Bohraa, Laxmi Bohra, Laxmi  Bohra",46,Victim,FIR-2018-987,Delhi
0,वविता,कुमारी,देवी,Vavita,Kumari,Devi,"V. Devi, Vavita K. Devi, Vavita Dev",36,Suspect,FIR-2018-329,Jaipur
0,राजकुमारी,देवी,राना,Princess,Devi,Rana,"Princess D. Rana, Princess Devi Rana, P. Rana",57,Criminal,FIR-2004-711,Bangalore
1,किरण,,विश्वकर्मा,Kiran,,Vishwakarma,"K. Vishwakarma, Kiran  Vishwaakaarmaa, Kiran  Vishwakarma",35,Criminal,FIR-2024-765,Madhya Pradesh
0,कान्छि,माया,ब्लोन,Kanchi,Maya,Bloon,"K. Bloon, Kanchi M. Bloon, Kanchi Bloon",53,Victim,FIR-2000-520,Kolkata
1,राजनारायण,,साह,Raj,Narain,Shah,"Raj N. Shah, R. Shah, Raj Narain Shaah",32,Witness,FIR-2003-263,Madhya Pradesh
0,शान्ता,,गिरी,Shanta,,Giri,"S. Giri, Shanta . Giri, Shanta  Giri",38,Witness,FIR-2020-333,Chennai
1,राधा,कृष्ण,राजवाहक,Radha,Krishna,Rajbhavaak,"Radha Rajbhavaak, R. Rajbhavaak, Radha Rajbhavaa",47,Criminal,FIR-2024-235,Madhya Pradesh
0,रिना,,कसगर,Rina,,Kasgar,"Rina  Kasgar, Rina Kasgar, Rina . Kasgar",18,Criminal,FIR-2003-385,Kolkata
0,अमिरुन,निसा,फकिर,Amirun,Nissa,Fakir,"Amirun Nissa Faakir, Amirun Fakir, Amirun N. Fakir",32,Witness,FIR-2012-408,Bangalore
0,कल,माया,पुरी,maya,puri,tomorrow,"maya tomorro, m. tomorrow, maya p. tomorrow",28,Victim,FIR-2005-948,Mumbai
0,नैनसरा,देवी,भेदी,Nainsara,Devi,Piercing,"N. Piercing, Nainsara Devi Piercing, Nainsara Piercing",47,Witness,FIR-2009-293,Mumbai
1,दीपक,,सहनी,Deepak,,Sahni,"Deepak  Sahni, Deepak  Saahni, Deepak . Sahni",29,Witness,FIR-2000-387,Madhya Pradesh
0,जमुना,देवी,जोशी,jamuna,devi,joshi,"j. joshi, jamuna devi joshi, jamuna josi",36,Suspect,FIR-2014-474,Madhya Pradesh
0,सुलेखा,कुमारी,यादव,Sulekha,Kumari,Yadav,"Sulekha Yada, Sulekha Kumari Yaadaav, S. Yadav",60,Witness,FIR-2024-514,Madhya Pradesh
1,टेक,बहादुर,कुमाल,Tech,Bahadur,Kumal,"Tech Bahadur Kumal, Tech Kumal, Tech B. Kumal",29,Witness,FIR-2008-183,Chennai
0,गंगा,,गीरी,Ganga,,Giri,"G. Giri, Ganga  Giri, Ganga . Giri",51,Criminal,FIR-2008-219,Hyderabad
0,श्रृजना,ऐडी,(बस्नेत),Srijana,Addy,(Basnet),"Srijana (Basnet, Srijana A. (Basnet), Srijana Addy (Baasnet)",56,Witness,FIR-2009-859,Madhya Pradesh
1,सन्देश,,महर्जन,Sandesh,,Maharjan,"Sandesh Maarjan, Sandesh Maharjan, Sandesh  Maahaarjaan",36,Criminal,FIR-2018-185,Hyderabad
0,लक्ष्मी,देवी,धामी,Laxmi,Devi,Dhami,"Laxmi Devi Dhami, Laxmi Dham, Laxmi Devi Dhaami",59,Criminal,FIR-2004-227,Kolkata
1,कृष्‍ण,बहादुर,थापा,Krishna,Bahadur,Thapa,"Krishna Bahadur Thapa, Krishna Thap, Krishna Thapa",37,Victim,FIR-2022-579,Madhya Pradesh
1,निरज,,वि.सी,Niraj,,V.C,"N. V.C, Niraj . V.C, Niraj  V.C",33,Criminal,FIR-2007-871,Madhya Pradesh
0,देवी,कुमारी,चौधरी,Devi,Kumari,Choudhary,"Devi Coudary, Devi Choudhary, Devi Kumari Choudhari",43,Suspect,FIR-2024-374,Bangalore
0,श्रीमती,फुलमती,चमैन,Mrs.,Fulmati,Chaman,"Mrs. Chama, M. Chaman, Mrs. F. Chaman",56,Victim,FIR-2017-354,Chennai
1,डुको,,लामा,Duco,,Lama,"D. Lama, Duco . Lama, Duco  Lama",58,Suspect,FIR-2008-736,Hyderabad
0,कुमारी,,लामा,Kumari,,Lama,"Kumari Lam, Kumari  Laamaa, Kumari Lama",46,Suspect,FIR-2002-110,Madhya Pradesh
0,उमा,देवी,मगर,Uma,Devi,Magar,"Uma Devi Maagaar, Uma Magar, Uma Devi Magar",60,Criminal,FIR-2000-600,Kolkata
1,दिपक,कुमार,मंडल,Deepak,Kumar,Mandal,"D. Mandal, Deepak Kumar Maandaal, Deepak Kumar Mandal",26,Victim,FIR-2011-848,Madhya Pradesh
0,मन,कुमारी,बुढा,mind,virgin,old,"mind old, mind ol, m. old",53,Victim,FIR-2020-865,Madhya Pradesh
1,रामा,महरा,चमार,Rama,Mahara,Chamar,"Rama Camar, Rama Chamar, R. Chamar",36,Victim,FIR-2002-820,Madhya Pradesh
0,मैना,,तामाङ्ग,maina,,tamang,"maina tamang, maina  taamaang, maina . tamang",37,Criminal,FIR-2000-622,Madhya Pradesh
1,रमेश,कुमार,झा,Ramesh,Kumar,Jha,"Ramesh Ja, Ramesh Kumar Jha, Ramesh K. Jha",56,Victim,FIR-2016-949,Delhi
1,अशोक,सिह,साउन,Ashok,Singh,Saun,"Ashok Sau, Ashok S. Saun, A. Saun",46,Victim,FIR-2012-471,Madhya Pradesh
0,पुजा,कुमारी,सरदार,pooja,kumari,sardar,"pooja sardar, p. sardar, pooja sarda",28,Criminal,FIR-2017-808,Chennai
0,यम,कुमारी,दरै,Yam,Kumari,Darai,"Yam Kumari Daaraai, Yam Dara, Yam K. Darai",60,Suspect,FIR-2024-699,Madhya Pradesh
0,नन्दादेवी,,ढकाल,Nanda,Devi,Dhakal,"Nanda D. Dhakal, Nanda Dhaka, Nanda Dhakal",29,Criminal,FIR-2003-917,Chennai
1,मञ्जित,,गुरुङ,Manjit,,Gurung,"Manjit  Gurung, Manjit Gurung, Manjit . Gurung",33,Victim,FIR-2015-667,Kolkata
0,आस्था,,पौडेल,Aastha,,Paudel,"Aastha  Paudel, Aastha Paudel, Aastha Paude",30,Victim,FIR-2005-963,Chennai
1,राजेन्‍द्र,,बर्तौला,Rajendra,,Bartola,"Rajendra  Baartolaa, R. Bartola, Rajendra Bartola",53,Suspect,FIR-2006-943,Madhya Pradesh
0,बेल,,कामी,Bell,,Kami,"B. Kami, Bell  Kami, Bell  Kaami",43,Victim,FIR-2015-462,Mumbai
0,हरि,माया,गुरुङ,Hari,Maya,Gurug,"Hari Gurug, Hari Maya Gurug, Hari Guru",22,Witness,FIR-2021-766,Madhya Pradesh
0,एलीना,,देवान,alina,,devan,"alina . devan, alina devan, alina deva",19,Criminal,FIR-2020-357,Madhya Pradesh
0,पविता,,कुमाल,Pavitha,,Kumal,"Pavitha  Kumaal, Pavitha . Kumal, Pavitha  Kumal",32,Witness,FIR-2000-183,Mumbai
0,सावाना,,खातुन,Sawana,,Khatun,"S. Khatun, Sawana Khatun, Sawana Khatu",44,Criminal,FIR-2023-792,Delhi
0,मिनु,,राई,Minu,,Rai,"Minu  Rai, Minu Rai, M. Rai",58,Criminal,FIR-2018-339,Jaipur
0,कान्छी,,लमिनी,glassy,,lamina,"glassy lamina, g. lamina, glassy  lamina",31,Victim,FIR-2007-656,Delhi
1,क्षेत्र,बहादुर,खत्री,Area,Bahadur,Khatri,"Area Khatri, Area Bahadur Khaatri, Area Katri",20,Suspect,FIR-2010-263,Bangalore
1,राम,प्रसाद,साह,Ram,Prasad,Shah,"Ram Shah, Ram Sa, Ram Sha",34,Witness,FIR-2006-773,Hyderabad
1,किरण,,शर्मा,Kiran,,Sharma,"Kiran  Shaarmaa, K. Sharma, Kiran Sharm",24,Witness,FIR-2012-930,Delhi
1,संजय,कुमार,सिंह,Sanjay,Kumar,Singh,"Sanjay K. Singh, S. Singh, Sanjay Singh",55,Witness,FIR-2009-560,Madhya Pradesh
