Names,voter_gender,age,caseType,caseFIR,location
निखील  सा,1,30,Suspect,FIR-2019-694,Bhopal
सुरेन्द्र बज्राचार्य,1,39,Criminal,FIR-2023-639,Gwalior
टेक बहादुर पुर्जा,1,34,Criminal,FIR-2019-264,Sagar
अंशु देव,1,25,Criminal,FIR-2021-116,Indore
तारा गुरुङग,0,36,Witness,FIR-2007-770,Rewa
श्याम  ताम्राका,1,25,Criminal,FIR-2008-349,Ujjain
गोपाल श्रेष्‍ठ,1,51,Victim,FIR-2021-836,Jabalpur
सुनिता ढकाल चापागाई,0,18,Witness,FIR-2013-386,Bhopal
गणेश ब श्रेष्‍ठ,1,21,Witness,FIR-2013-659,Sagar
टिके नेपाली,1,46,Witness,FIR-2015-239,Jabalpur
शान्ती  वयलखोटी,0,18,Witness,FIR-2002-550,Indore
छवि लाल गुरु,1,26,Suspect,FIR-2012-113,Jabalpur
भगवान  आलेमग,1,47,Victim,FIR-2018-884,Sagar
गोपाल लुहार,1,43,Criminal,FIR-2019-833,Dewas
पार्भती देवी थाप,0,22,Victim,FIR-2012-925,Sagar
राम दुलारी डगौरा,0,22,Victim,FIR-2011-166,Bhopal
मनि कर्ण भरताल,0,58,Suspect,FIR-2017-247,Satna
सितादेवी  विश्‍वकर्मा,0,31,Suspect,FIR-2020-283,Sagar
नेत्र बहादुर कांउछां,1,47,Witness,FIR-2014-450,Jabalpur
देवेन्द्र  चौधरी,1,59,Criminal,FIR-2016-714,Ujjain
जीवनाथ  ढका,1,42,Criminal,FIR-2005-234,Jabalpur
रमेशा भण्डरी,0,54,Witness,FIR-2000-214,Jabalpur
मंगली देवी,0,28,Suspect,FIR-2000-581,Gwalior
नजबुन  नेशां,0,59,Witness,FIR-2008-349,Jabalpur
शेख  मइनुदीन,1,40,Witness,FIR-2017-317,Ujjain
विना तमाङ,0,39,Criminal,FIR-2014-802,Indore
विवी रानी तामाङ,0,53,Criminal,FIR-2005-746,Ujjain
अन्जली कुमारी ठाकुर,0,18,Witness,FIR-2022-487,Dewas
अशिया कुमारी मंड,0,29,Witness,FIR-2017-403,Satna
दिनेश  न्यौपान,1,34,Suspect,FIR-2007-825,Rewa
तविजा खातुन,0,36,Criminal,FIR-2006-733,Gwalior
परशुराम  थार,1,32,Witness,FIR-2015-848,Ujjain
प्रमेश सुनार,1,32,Criminal,FIR-2017-164,Dewas
रतन देबी कुमाल,0,59,Witness,FIR-2012-588,Indore
सागर  रैकां,1,53,Suspect,FIR-2001-378,Dewas
लक्ष्मी  भण्डारी,0,37,Witness,FIR-2003-436,Dewas
सुजन  अधिकार,1,22,Suspect,FIR-2008-505,Bhopal
किर्ति ब कार्की,1,35,Criminal,FIR-2017-585,Satna
विमला महतो नुवियां,0,29,Witness,FIR-2005-989,Ujjain
निना  गुरुङ,0,34,Witness,FIR-2014-674,Gwalior
ज्ञान बहादुर गुरुङ्,1,34,Suspect,FIR-2018-675,Bhopal
खेम कुमारी बि क सुनार,0,31,Witness,FIR-2003-193,Ujjain
सम सुद्धीन खान,1,55,Witness,FIR-2015-600,Ujjain
पुर्ण ब भुजेल,1,43,Criminal,FIR-2013-234,Bhopal
लक्ष्मी नारायण खाँ,1,23,Victim,FIR-2000-799,Indore
मुर्ती द साह,0,22,Suspect,FIR-2009-689,Jabalpur
बिमला सुवेदी,0,46,Criminal,FIR-2010-343,Sagar
ललीता बम,0,60,Suspect,FIR-2001-604,Rewa
कृष्ण सह,1,26,Witness,FIR-2005-346,Jabalpur
गोपाल श्रेष्‍ठ,1,19,Witness,FIR-2019-167,Jabalpur
नागेन्द्र क कर्ण,1,39,Victim,FIR-2014-680,Indore
डुको  लामा,1,24,Criminal,FIR-2019-670,Rewa
सावाना  खातु,0,46,Criminal,FIR-2018-235,Rewa
कुरा देवी चन्द,0,47,Suspect,FIR-2005-877,Dewas
सुमिन्त्रा बडही,0,55,Criminal,FIR-2019-939,Jabalpur
मिन कुमारी थारु,0,35,Victim,FIR-2012-163,Rewa
किरण कुमार के.सी.,1,47,Suspect,FIR-2021-261,Rewa
राम कुमार विश्‍वकर्मा,1,35,Suspect,FIR-2024-545,Rewa
निर्मला  सुवेद,0,26,Criminal,FIR-2015-176,Gwalior
कमला गिरी,0,23,Criminal,FIR-2014-968,Dewas
रानी राना,0,24,Witness,FIR-2022-593,Jabalpur
जयराम हलुवाई,1,24,Witness,FIR-2015-887,Gwalior
गोविन्द परियार,1,39,Victim,FIR-2017-942,Rewa
विनिता  थांपां,0,40,Suspect,FIR-2001-323,Sagar
धन ब महतो,1,60,Victim,FIR-2017-293,Bhopal
हुकुमा कुमारी पुन,0,23,Criminal,FIR-2013-795,Gwalior
सुरुज महतो खहार,1,22,Suspect,FIR-2024-411,Sagar
विरेन्द्र  मल्,1,29,Suspect,FIR-2018-728,Rewa
पिंकु यदव,0,20,Suspect,FIR-2022-282,Satna
चनीसरा सुनर,0,18,Criminal,FIR-2002-502,Bhopal
शान्ता  बुढ,0,56,Victim,FIR-2003-880,Sagar
धनी राम चौधरी,1,48,Suspect,FIR-2024-113,Ujjain
सिता कुमारी श्रेष्‍ठ,0,18,Suspect,FIR-2024-130,Jabalpur
रमिला  गुरुङ,0,33,Suspect,FIR-2012-619,Dewas
प्रमोद महतो थार,1,58,Suspect,FIR-2000-666,Sagar
कृष्‍ण अर्याल,1,26,Suspect,FIR-2011-119,Dewas
भिमा खड्क,0,48,Victim,FIR-2021-920,Bhopal
सम्झाम घर्ति क्षेत्री रवका,0,34,Criminal,FIR-2018-199,Bhopal
ब्यासमुनी बहेलिय,1,42,Witness,FIR-2017-106,Dewas
मुरली सवत,0,48,Witness,FIR-2023-581,Gwalior
मान बहादुर दर्जी दमै,1,31,Suspect,FIR-2009-844,Bhopal
मनमोहन खरविन्न,1,18,Suspect,FIR-2001-595,Jabalpur
साजन  लिम्व,1,26,Criminal,FIR-2002-867,Bhopal
अशोक सिह सांउन,1,46,Victim,FIR-2004-790,Bhopal
भगवती  श्रेष्,0,59,Criminal,FIR-2002-380,Sagar
संजय सिंह,1,42,Criminal,FIR-2009-582,Indore
कविता  गुरुङ्,0,57,Criminal,FIR-2017-783,Indore
नाथो मण्डल,0,60,Criminal,FIR-2006-749,Sagar
समिक्षा क ढोली,0,39,Suspect,FIR-2004-378,Gwalior
राजेश बोगटी,1,37,Suspect,FIR-2023-637,Sagar
विजय कामत,1,28,Witness,FIR-2011-663,Rewa
देव न चौधरी,1,52,Criminal,FIR-2010-843,Indore
गुमा खनल,0,28,Criminal,FIR-2013-490,Sagar
कुल बहादुर मग,1,47,Criminal,FIR-2014-797,Indore
प्रविन थन्दर,1,30,Victim,FIR-2020-551,Sagar
राम विलास मण्‍डल,1,37,Victim,FIR-2011-327,Jabalpur
गिता  देवी,0,43,Witness,FIR-2001-393,Rewa
किर्ति बहादुर कार्की,1,57,Suspect,FIR-2005-692,Satna
धरम बहादुर डगौर,1,26,Victim,FIR-2005-860,Ujjain
सीता  तामा,0,47,Witness,FIR-2019-619,Ujjain
नृप बहादु्र बेउवां,1,25,Victim,FIR-2016-670,Indore
विष्णु  अधीकारी,0,45,Witness,FIR-2005-492,Indore
खलि पुन मगर,0,55,Victim,FIR-2016-280,Indore
शेख सनाउल्लाह मुस्लिम,1,56,Criminal,FIR-2001-798,Satna
चुलाइ दास,1,25,Suspect,FIR-2022-178,Jabalpur
विष्णु लुईंटेल,0,60,Victim,FIR-2011-629,Indore
राम  लुइटेल,1,54,Criminal,FIR-2024-996,Ujjain
सोम सिंजाली,1,50,Criminal,FIR-2014-204,Jabalpur
टेक बहादुर कुमांई,1,59,Witness,FIR-2003-522,Bhopal
कृष्‍ण बहादुर थापा,1,56,Criminal,FIR-2013-783,Gwalior
गोफली वि. क.,0,36,Suspect,FIR-2001-929,Jabalpur
नरेश महर,1,19,Victim,FIR-2013-978,Dewas
पानमती देवी सांउद,0,24,Victim,FIR-2019-109,Sagar
चन्द्रनाथ देबकोटा,1,23,Witness,FIR-2022-596,Bhopal
चुनिया देवी राना,0,32,Victim,FIR-2008-955,Ujjain
अजिवुल मसिफ,1,37,Victim,FIR-2003-148,Ujjain
तारा श्रेष्‍ठ,0,55,Witness,FIR-2008-834,Indore
मान बहादुर दर्लाम,1,29,Criminal,FIR-2000-727,Dewas
कुसुम  देव,0,57,Witness,FIR-2015-807,Jabalpur
बसन्तीदेवी  कांमी,0,28,Witness,FIR-2008-513,Jabalpur
कमला गुरुङ्ग,0,51,Criminal,FIR-2001-763,Jabalpur
राधिका (खत्री),0,53,Victim,FIR-2013-985,Jabalpur
सन्तोष  रीमाल,1,18,Suspect,FIR-2001-412,Indore
होम बहादुर श्रेष्‍ठ,1,49,Witness,FIR-2011-260,Indore
शान्ता  गिर,0,54,Victim,FIR-2024-404,Gwalior
सावित राम खटि,1,23,Witness,FIR-2002-401,Ujjain
दिलिप दुलाल,1,23,Witness,FIR-2007-762,Bhopal
लोक राज रेग्मी,1,37,Victim,FIR-2001-249,Ujjain
मन कला चलाउने,0,45,Witness,FIR-2017-103,Rewa
नारायण महतो,1,39,Suspect,FIR-2006-888,Bhopal
नृप बहादु्र बेउव,1,42,Suspect,FIR-2013-911,Gwalior
पृथी रई,1,53,Criminal,FIR-2016-808,Sagar
गंगाराम  मण्डल,1,26,Victim,FIR-2011-530,Sagar
जुना आलेमगर,0,21,Suspect,FIR-2009-945,Jabalpur
उमेश्वर यादव,1,39,Witness,FIR-2020-431,Gwalior
सुजित  कार्क,1,28,Witness,FIR-2004-903,Jabalpur
चन्द्र कुमारी खोर्जा मगर,0,27,Suspect,FIR-2004-368,Gwalior
ईन्द्र बरुवाल,1,52,Witness,FIR-2008-577,Satna
तिर्सना  दमाई/नेपाली,0,60,Suspect,FIR-2016-410,Gwalior
गणेश गिरी,1,23,Criminal,FIR-2023-671,Bhopal
मोतिलाल  थाप,1,25,Victim,FIR-2008-154,Sagar
भिम चलाउने,1,40,Victim,FIR-2019-195,Indore
टुल्कु म वुढाथोकी,0,24,Suspect,FIR-2001-214,Indore
लक्ष्मी  ढकांल,0,40,Witness,FIR-2001-432,Bhopal
चरी माया तामाङ्ग,0,51,Witness,FIR-2020-698,Indore
कमला  वयलकोटी,0,24,Criminal,FIR-2008-400,Satna
मनोज  माम्लीङ,1,50,Suspect,FIR-2016-827,Bhopal
सुमित्रा बस्नेत,0,41,Victim,FIR-2006-925,Ujjain
खगि सरा आल,0,24,Criminal,FIR-2022-877,Jabalpur
भगवान आलेमगर,1,31,Criminal,FIR-2003-649,Ujjain
मिन र भट्ट,1,33,Criminal,FIR-2016-476,Gwalior
सन्चवीर तामाङ,1,30,Suspect,FIR-2008-901,Gwalior
नन्द कला पुरी,0,30,Victim,FIR-2011-264,Sagar
दिर्घ माया पुलामी,0,36,Victim,FIR-2000-731,Indore
सोम लम,1,20,Criminal,FIR-2006-761,Sagar
पवित्रा  जैस,0,23,Victim,FIR-2015-624,Ujjain
नविन क ज्ञवाली,1,45,Witness,FIR-2006-870,Sagar
भोज वहादुर वानिया,1,50,Victim,FIR-2020-523,Jabalpur
भगतराम थारु,1,40,Suspect,FIR-2023-689,Indore
धनमन्ति सुतिहर,0,59,Witness,FIR-2007-870,Dewas
आशिष  चौधर,1,24,Suspect,FIR-2016-715,Bhopal
घुरन मुखिया,1,23,Criminal,FIR-2018-732,Indore
खगेन्द्र्  निरौल,1,42,Victim,FIR-2019-650,Gwalior
जीत बहादुर भोम्ज,1,27,Witness,FIR-2004-688,Rewa
गोविन्द प शर्मा,1,59,Victim,FIR-2016-101,Bhopal
शरण पन्थी,1,41,Witness,FIR-2020-115,Dewas
बाजिल म अंसारी,1,34,Witness,FIR-2006-871,Ujjain
अरविन्द महतो,1,42,Victim,FIR-2001-856,Gwalior
प्रदिप  बुढ,1,19,Witness,FIR-2002-776,Dewas
सुदन म डंगोल,1,54,Suspect,FIR-2009-550,Bhopal
रिम बहादुर सोमै,1,35,Criminal,FIR-2004-159,Dewas
डम्बर कुमारी लावती,0,30,Victim,FIR-2023-802,Bhopal
कोशिला देवी हजा,0,38,Suspect,FIR-2022-354,Bhopal
गिता  देव,0,39,Witness,FIR-2013-496,Sagar
तारा देवी श्रेष्ठ,0,35,Suspect,FIR-2006-720,Gwalior
गिता द चौधरी,0,39,Suspect,FIR-2011-190,Dewas
सुनिता ढकाल चांपांगांई,0,58,Witness,FIR-2013-708,Jabalpur
नरहरी क‌डेल,1,35,Criminal,FIR-2021-472,Gwalior
सरस्वती  ढुङ्गांनां,0,49,Criminal,FIR-2019-135,Sagar
दीपक  सहनी,1,26,Suspect,FIR-2005-589,Ujjain
सिमा  ठांकुर,0,34,Criminal,FIR-2011-785,Ujjain
विनुता सपकोट,0,24,Suspect,FIR-2007-524,Indore
मुखिया  चौधरी,0,31,Criminal,FIR-2021-822,Bhopal
बटुली  चौधरी,0,30,Suspect,FIR-2017-540,Dewas
चेत बहादुर सारु,1,24,Criminal,FIR-2016-526,Sagar
मान बहादुर थापा क्षेत्री,1,20,Criminal,FIR-2010-331,Indore
ईश्‍वर  भण्डांरी,1,22,Suspect,FIR-2009-119,Sagar
रन्जना थापा,0,23,Victim,FIR-2003-349,Bhopal
रोजी महर्जन,0,30,Witness,FIR-2020-393,Dewas
सुनील  रांजवंशी,1,46,Witness,FIR-2013-807,Satna
चारी देवी उराँव,0,43,Suspect,FIR-2019-542,Indore
हिरा सार्की,0,30,Suspect,FIR-2007-699,Indore
पूर्ण व वुलुन,1,25,Witness,FIR-2003-574,Indore
कमल  के.स,1,40,Victim,FIR-2000-484,Indore
सुन्‍तलि  चेपा,0,24,Witness,FIR-2006-955,Gwalior
राम वहादुर खार्खि,1,19,Criminal,FIR-2014-922,Bhopal
चिरञ्जीवी प्रसाद पं‌जियार,1,45,Criminal,FIR-2006-305,Jabalpur
ईन्द्र बरुवाल,1,35,Victim,FIR-2014-496,Jabalpur
केश बहादुर थापा,1,20,Criminal,FIR-2016-129,Dewas
सविन तिवरी,1,36,Witness,FIR-2011-294,Dewas
तारा तमङ,1,48,Victim,FIR-2014-578,Gwalior
देवेन्द्र चौधरी,1,36,Criminal,FIR-2018-162,Gwalior
शुसिला चन्द,0,51,Victim,FIR-2009-703,Rewa
शान्ती  वयलकोट,0,45,Criminal,FIR-2000-285,Indore
काला यदव,0,54,Suspect,FIR-2008-283,Dewas
पदम बहादुर अर्या,1,35,Witness,FIR-2000-806,Indore
दिल माया बास्तोला,0,57,Suspect,FIR-2018-917,Rewa
टुन्नी देवी चौधर,0,37,Witness,FIR-2005-230,Sagar
रिष्टी माया राई,0,50,Witness,FIR-2001-955,Rewa
मिना कुमारी चौधरी,0,50,Suspect,FIR-2020-946,Rewa
माया देवी उप्रेती,0,54,Witness,FIR-2004-950,Rewa
नर माया विष्ट,0,43,Victim,FIR-2006-718,Bhopal
बिनोद तामाङ्ग,1,23,Victim,FIR-2006-111,Dewas
नजवुन खतुन,0,43,Suspect,FIR-2015-486,Sagar
बद्री नाथ बांदे,1,47,Suspect,FIR-2012-802,Rewa
गोपाल  लुहार,1,33,Victim,FIR-2005-491,Ujjain
यमुना परियर,0,44,Suspect,FIR-2024-802,Satna
हरि प ढुंगाना,1,25,Victim,FIR-2001-696,Gwalior
किरण शर्मा,1,47,Victim,FIR-2017-271,Rewa
अजय  पजियार,1,48,Victim,FIR-2021-129,Rewa
सरोज देवी,0,37,Victim,FIR-2004-158,Jabalpur
अकलेश कुमार यादव,1,45,Criminal,FIR-2011-249,Gwalior
कमल कुमारी कमांनी),0,30,Suspect,FIR-2009-863,Rewa
दिनेश थापा,1,30,Suspect,FIR-2017-129,Bhopal
मिना  रिषिदेब,0,18,Witness,FIR-2018-200,Satna
मिन्टु  थांरु,1,35,Witness,FIR-2005-486,Dewas
धन वहादुर शाह,1,41,Suspect,FIR-2014-213,Rewa
राम नरेश महरा,1,49,Victim,FIR-2013-502,Dewas
टंक कफ्ले,1,29,Suspect,FIR-2016-645,Sagar
यम बहादुर दर्लाम,1,25,Victim,FIR-2024-890,Gwalior
सीता  खड्क,0,41,Witness,FIR-2011-814,Rewa
बिमला लामा,0,53,Suspect,FIR-2024-788,Gwalior
निर्मला  नेपाली,0,46,Criminal,FIR-2006-123,Gwalior
शोभा देवी,0,32,Suspect,FIR-2019-435,Indore
झागरणि रिषियासन,0,28,Suspect,FIR-2023-934,Bhopal
साधना  थांरु,0,19,Witness,FIR-2021-166,Rewa
